/* DATA DESCRIPTION:
Citation:	Thomas, Nicola C; Bradbury, Harold J; Hodell, David A (2022): Determination of stable isotopes of IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.945863, 
	In: Thomas, NC et al. (2022): Reconstructed paleo-oxygen concentration, stable isotope measurements and Gaussian interpolated Δδ13C obtained from the IODP Site 339-U1385 for the past 1.5 Ma, including trace element analyses and Uvigerina spp. abundance over MIS 27-21. PANGAEA, https://doi.org/10.1594/PANGAEA.945872
Keyword(s):	Biological pump; Ice core; Inorganic carbon storage; MPT; Oxygen concentration
Coverage:	LATITUDE: 37.571416 * LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM ELEVATION: -2587.0 m * MAXIMUM ELEVATION: -2587.0 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
Parameter(s):	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: IODP 339-U1385 Depth (crmcd) Gint Age (ka BP)
	AGE [ka BP] (Age) * GEOCODE * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: Age model, LR04 Lisiecki & Raymo (2005) (URI: https://doi.org/10.1029/2004PA001071)
	Cibicidoides wuellerstorfi, δ18O [‰ PDB] (C. wuellerstorfi δ18O) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Cibicidoides wuellerstorfi, δ13C [‰ PDB] (C. wuellerstorfi δ13C) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Globobulimina affinis, δ18O [‰ PDB] (G. affinis δ18O) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Globobulimina affinis, δ13C [‰ PDB] (G. affinis δ13C) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Δδ13C, gradient [‰ PDB] (Δδ13C grad) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: Between Cibicidoides wuellerstorfi and Globobulimina affinis [vs VPDB]
	Oxygen [µmol/kg] (O2) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: Calculated according to Hoogakker et al., 2015 (URI: https://doi.org/10.1038/ngeo2317)
	Oxygen [µmol/kg] (O2) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: Calculated according to Hoogakker et al., 2015 (URI: https://doi.org/10.1038/ngeo2317) * COMMENT: Truncated
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	27590 data points
*/
Depth corr cr [crmcd] (IODP 339-U1385 Depth (crmcd) ...)	Age [ka BP] (Age model, LR04 Lisiecki & Ra...)	C. wuellerstorfi δ18O [‰ PDB] (vs VPDB)	C. wuellerstorfi δ13C [‰ PDB] (vs VPDB)	G. affinis δ18O [‰ PDB] (vs VPDB)	G. affinis δ13C [‰ PDB] (vs VPDB)	Δδ13C grad [‰ PDB] (Between Cibicidoides wuellers...)	O2 [µmol/kg] (Calculated according to Hooga...)	O2 [µmol/kg] (Truncated, Calculated accordi...)
136.14	1198.03	3.89	0.71	4.970	-2.00	2.71	336.75	235.00
136.18	1198.34	3.93	0.72	4.370	-1.38	2.10	241.12	235.00
136.22	1198.65	3.92	0.52	4.860	-1.93	2.45	296.74	235.00
136.26	1198.96	4.12	0.57	4.900	-2.01	2.58	316.08	235.00
136.30	1199.26	3.94	0.48	5.060	-2.14	2.62	323.13	235.00
136.34	1199.57	4.00	0.57	4.300	-1.91	2.48	300.88	235.00
136.38	1199.88	3.93	0.10	4.850	-1.87	1.97	221.65	221.65
136.42	1200.19	3.92	-0.02	4.950	-2.21	2.19	254.93	235.00
136.46	1200.50	3.96	0.42	4.970	-2.11	2.53	308.28	235.00
136.50	1200.80	4.05	0.44	4.910	-2.52	2.96	375.00	235.00
136.54	1201.11	4.07	0.40	4.930	-2.19	2.59	317.97	235.00
136.58	1201.42	3.90	0.58	4.650	-1.91	2.49	302.91	235.00
136.62	1201.73	4.05	0.26	4.930	-2.25	2.51	305.63	235.00
136.69	1202.27	3.91	0.29	4.290	-1.95	2.24	263.72	235.00
136.73	1202.57	3.93	0.16	4.660	-2.05	2.21	258.41	235.00
136.81	1203.19	4.04	0.37	5.050	-1.96	2.33	276.56	235.00
136.85	1203.50	3.80	0.24	5.040	-2.22	2.46	298.28	235.00
136.89	1203.80	4.17	0.36	4.950	-2.10	2.46	297.55	235.00
136.93	1204.11	4.06	0.19	4.960	-2.13	2.32	275.94	235.00
136.97	1204.42	4.00	0.19	4.810	-2.01	2.20	257.49	235.00
137.01	1204.73	4.00	0.00	5.060	-2.08	2.08	238.75	235.00
137.05	1205.04	4.11	0.36	5.050	-2.04	2.40	288.91	235.00
137.09	1205.34	4.03	0.34	4.850	-2.02	2.36	282.19	235.00
137.13	1205.65	4.00	0.44	4.240	-1.33	1.77	189.53	189.53
137.17	1205.96	3.87	0.41	4.780	-1.95	2.36	282.68	235.00
137.25	1206.61	3.81	0.34	4.700	-2.12	2.46	297.19	235.00
137.30	1206.94	3.89	-0.08	4.540	-2.28	2.20	257.64	235.00
137.38	1207.61	4.06	0.26	4.730	-2.18	2.44	294.72	235.00
137.43	1207.94	3.86	0.17	4.690	-1.95	2.12	245.00	235.00
137.47	1208.28	3.84	0.50	4.860	-2.05	2.55	312.12	235.00
137.51	1208.61	3.81	0.23	4.630	-2.24	2.47	298.49	235.00
137.56	1208.95	3.67	-0.04	4.360	-2.40	2.36	281.30	235.00
137.60	1209.28	3.65	0.29	4.640	-2.31	2.60	319.68	235.00
137.65	1209.61	3.54	0.05	4.690	-2.17	2.22	260.00	235.00
137.69	1209.95	3.51	0.59	4.720	-2.35	2.94	372.03	235.00
137.73	1210.28	3.48	0.46	4.720	-2.40	2.86	360.47	235.00
137.78	1210.62	3.52	0.46	4.270	-2.29	2.75	342.28	235.00
137.82	1210.95	3.43	0.39	4.440	-2.22	2.61	321.86	235.00
137.91	1211.62	3.35	0.60	4.220	-2.31	2.91	367.93	235.00
137.95	1211.95	3.27	0.57	4.250	-2.38	2.95	374.82	235.00
137.99	1212.29	3.39	0.54	4.190	-2.44	2.98	379.22	235.00
138.08	1212.95	3.52	-0.45	4.220	-2.73	2.28	269.21	235.00
138.12	1213.27	3.49	0.50	4.340	-2.47	2.97	376.88	235.00
138.16	1213.58	3.46	0.41	4.500	-2.19	2.60	318.81	235.00
138.20	1213.88	3.66	0.36	4.340	-2.17	2.53	308.19	235.00
138.22	1214.04	3.55	0.22	4.510	-2.30	2.52	306.72	235.00
138.24	1214.19	3.30	0.64	4.630	-2.19	2.83	354.80	235.00
138.28	1214.50	3.56	0.45	4.410	-2.40	2.85	358.78	235.00
138.29	1214.61	3.17	0.40	4.280	-2.41	2.81	352.09	235.00
138.32	1214.81	3.44	0.44	4.340	-2.05	2.49	302.99	235.00
138.36	1215.11	3.12	0.40	3.920	-2.78	3.18	409.62	235.00
138.39	1215.37	3.39	0.31	4.210	-2.57	2.88	363.75	235.00
138.40	1215.42	3.50	0.66	4.410	-2.39	3.05	389.22	235.00
138.42	1215.56	3.23	-0.11	4.310	-2.29	2.18	253.25	235.00
138.47	1215.94	3.29	0.63	4.380	-1.95	2.58	315.63	235.00
138.48	1216.04	3.29	0.59	4.350	-2.16	2.75	342.19	235.00
138.49	1216.13	3.43	0.77	4.420	-2.32	3.09	395.94	235.00
138.50	1216.22	3.43	0.67	4.490	-2.51	3.18	410.00	235.00
138.52	1216.32	3.55	0.86	4.190	-2.25	3.11	398.82	235.00
138.52	1216.35	3.31	0.76	4.390	-2.24	3.00	382.73	235.00
138.54	1216.51	3.30	0.82	4.110	-2.38	3.20	413.60	235.00
138.56	1216.65	3.17	0.83	4.160	-2.28	3.11	398.80	235.00
138.57	1216.70	3.20	0.65	4.200	-2.34	2.99	380.48	235.00
138.60	1216.96	2.91	0.46	4.120	-2.61	3.07	392.81	235.00
138.62	1217.08	2.97	0.18	4.170	-2.36	2.54	310.63	235.00
138.62	1217.12	3.45	0.08	4.040	-2.83	2.91	368.59	235.00
138.64	1217.27	2.95	0.16	4.210	-2.67	2.83	355.47	235.00
138.68	1217.57	3.34	0.62	4.170	-2.37	2.99	380.02	235.00
138.71	1217.97	3.36	0.78	4.460	-1.93	2.71	336.75	235.00
138.75	1218.37	3.38	0.69	5.360	-1.89	2.58	317.13	235.00
138.79	1218.77	3.28	0.78	4.390	-2.02	2.80	350.93	235.00
138.82	1219.17	3.20	0.79	4.130	-1.95	2.74	340.63	235.00
138.86	1219.57	3.26	0.85	4.350	-2.03	2.88	363.11	235.00
138.87	1219.70	3.22	0.74	4.070	-2.02	2.76	345.14	235.00
138.89	1219.96	3.23	0.87	4.240	-2.11	2.98	378.82	235.00
138.91	1220.14	3.16	0.95	4.110	-2.39	3.34	435.63	235.00
138.93	1220.36	3.20	0.65	4.240	-2.09	2.74	340.83	235.00
138.95	1220.56	2.94	0.77	4.360	-2.15	2.92	370.03	235.00
138.95	1220.58	3.33	1.06	4.070	-2.30	3.36	437.97	235.00
138.97	1220.76	3.21	0.88	3.610	-2.54	3.42	447.19	235.00
138.98	1220.96	3.19	0.84	4.090	-2.39	3.23	417.19	235.00
138.99	1221.02	3.33	0.85	4.150	-2.10	2.95	374.06	235.00
139.00	1221.16	3.23	0.94	3.730	-2.65	3.59	474.38	235.00
139.03	1221.46	3.25	0.77	3.970	-2.10	2.87	362.14	235.00
139.04	1221.56	3.23	0.86	4.200	-2.10	2.96	376.09	235.00
139.06	1221.76	3.20	0.89	4.090	-2.06	2.95	373.75	235.00
139.07	1221.90	2.90	0.80	3.480	-2.23	3.03	387.12	235.00
139.11	1222.34	3.00	0.82	3.970	-2.05	2.87	362.20	235.00
139.15	1222.78	2.80	0.82	3.740	-1.97	2.79	348.75	235.00
139.19	1223.22	2.89	0.90	3.860	-1.82	2.72	337.94	235.00
139.23	1223.66	2.78	0.82	3.690	-2.19	3.01	384.21	235.00
139.27	1224.10	2.65	0.57	3.750	-2.17	2.74	341.58	235.00
139.31	1224.54	2.83	0.76	3.510	-2.12	2.88	362.78	235.00
139.35	1224.98	2.88	0.78	3.720	-2.24	3.02	385.48	235.00
139.35	1225.04	2.94	0.83	3.770	-2.28	3.11	399.20	235.00
139.39	1225.42	3.11	0.64	3.920	-2.40	3.04	388.28	235.00
139.39	1225.46	2.88	0.94	3.830	-2.19	3.13	401.88	235.00
139.43	1225.86	2.51	0.69	3.670	-2.20	2.89	365.61	235.00
139.43	1225.89	3.01	0.88	3.950	-2.31	3.19	411.41	235.00
139.47	1226.30	2.72	0.87	3.820	-2.29	3.16	406.56	235.00
139.47	1226.31	2.95	0.84	3.850	-2.31	3.15	405.00	235.00
139.49	1226.52	2.77	0.90	3.540	-2.43	3.33	433.28	235.00
139.51	1226.74	2.78	0.91	3.590	-2.50	3.41	445.31	235.00
139.53	1226.95	2.87	0.90	3.670	-2.61	3.51	461.25	235.00
139.55	1227.18	2.85	0.89	3.580	-2.46	3.35	437.19	235.00
139.57	1227.37	2.66	0.77	3.550	-2.67	3.44	450.31	235.00
139.59	1227.62	2.84	0.66	3.500	-2.44	3.10	397.50	235.00
139.63	1228.06	2.59	0.81	3.650	-2.56	3.37	439.06	235.00
139.75	1229.38	2.66	0.74	3.750	-2.26	3.00	382.34	235.00
139.95	1231.63	2.81	0.86	3.540	-2.64	3.50	459.53	235.00
139.99	1232.05	2.85	0.89	3.810	-2.42	3.31	430.78	235.00
140.34	1235.88	2.84	0.82	3.730	-2.46	3.28	426.25	235.00
140.36	1236.09	2.70	0.78	3.340	-2.72	3.50	460.00	235.00
140.64	1239.18	2.71	0.45	3.170	-2.91	3.36	437.50	235.00
140.66	1239.40	2.68	0.46	3.720	-2.36	2.82	353.28	235.00
140.68	1239.62	2.63	0.50	3.230	-2.73	3.23	418.44	235.00
140.72	1240.06	2.64	0.34	3.630	-2.76	3.10	398.28	235.00
140.76	1240.50	2.57	0.45	3.670	-2.70	3.15	404.69	235.00
140.80	1240.94	2.59	0.40	3.570	-2.58	2.98	379.24	235.00
140.84	1241.38	2.78	-0.21	3.590	-2.46	2.25	264.93	235.00
140.86	1241.60	3.03	-0.10	3.520	-2.42	2.32	276.51	235.00
140.88	1241.82	2.55	-0.03	3.680	-2.55	2.52	306.41	235.00
140.96	1242.70	3.25	-0.06	4.120	-2.59	2.53	308.63	235.00
141.04	1243.58	3.33	-0.04	4.720	-2.49	2.45	296.04	235.00
141.08	1244.01	3.70	0.18	4.690	-2.36	2.54	310.00	235.00
141.20	1245.24	3.79	0.00	4.860	-2.22	2.22	260.52	235.00
141.24	1245.66	3.82	0.15	4.390	-2.74	2.89	365.31	235.00
141.28	1246.07	3.80	0.13	4.830	-2.39	2.52	306.72	235.00
141.32	1246.48	3.99	0.23	4.760	-2.23	2.46	298.35	235.00
141.36	1246.90	3.79	0.05	4.730	-2.35	2.40	288.24	235.00
141.38	1247.10	3.92	-0.34	4.730	-2.43	2.09	239.80	235.00
141.40	1247.31	4.08	-0.24	4.750	-2.46	2.22	259.48	235.00
141.44	1247.72	4.13	-0.27	4.820	-2.38	2.11	243.24	235.00
141.48	1248.13	4.06	-0.33	4.930	-2.33	2.00	225.87	225.87
141.52	1248.55	4.22	0.00	5.110	-2.20	2.20	257.03	235.00
141.56	1248.96	4.15	0.58	4.990	-2.13	2.71	337.19	235.00
141.60	1249.37	4.07	0.05	5.010	-2.21	2.26	265.78	235.00
141.68	1250.20	3.97	0.14	5.120	-2.20	2.34	279.06	235.00
141.84	1251.85	4.25	0.74	5.060	-2.27	3.01	384.06	235.00
141.92	1252.67	4.00	0.45	4.950	-2.27	2.72	338.59	235.00
141.96	1253.09	3.66	0.48	4.730	-2.31	2.79	349.22	235.00
142.00	1253.50	3.68	-0.03	4.690	-2.36	2.33	276.56	235.00
142.04	1253.91	3.88	0.44	4.710	-2.38	2.82	353.28	235.00
142.17	1255.25	3.76	0.59	4.460	-2.14	2.73	339.69	235.00
142.21	1255.66	3.70	0.57	4.610	-2.13	2.70	335.63	235.00
142.25	1256.08	3.51	0.60	4.630	-2.14	2.74	340.90	235.00
142.27	1256.28	3.61	0.52	4.430	-2.25	2.77	346.41	235.00
142.33	1256.90	3.51	0.24	4.720	-1.79	2.03	231.09	231.09
142.37	1257.32	3.73	0.13	4.410	-2.34	2.47	298.44	235.00
142.41	1257.73	3.69	0.07	4.500	-2.84	2.91	367.97	235.00
142.45	1258.14	3.74	-0.09	4.520	-2.51	2.42	291.25	235.00
142.49	1258.55	3.82	0.43	4.300	-2.23	2.66	328.91	235.00
142.53	1258.97	3.63	0.13	4.110	-2.63	2.76	343.91	235.00
142.55	1259.17	3.52	0.23	4.420	-2.26	2.49	301.82	235.00
142.61	1259.79	3.65	0.43	4.340	-2.63	3.06	391.25	235.00
142.67	1260.41	3.54	0.22	4.510	-2.06	2.28	269.84	235.00
142.75	1261.24	3.66	0.59	3.720	-2.69	3.28	426.06	235.00
142.77	1261.44	3.51	0.70	4.460	-2.17	2.87	362.34	235.00
142.81	1261.85	3.49	0.46	3.640	-2.44	2.90	366.60	235.00
142.85	1262.27	3.64	0.52	4.440	-2.12	2.64	326.41	235.00
142.87	1262.47	3.36	0.49	4.430	-1.98	2.47	298.59	235.00
142.93	1263.09	3.44	0.44	4.340	-2.24	2.68	332.03	235.00
142.97	1263.51	3.54	0.69	4.120	-2.12	2.81	352.81	235.00
143.01	1263.92	3.35	0.59	4.270	-2.06	2.65	327.97	235.00
143.11	1264.95	3.24	0.69	4.140	-2.13	2.82	354.24	235.00
143.13	1265.16	3.11	0.78	4.160	-2.34	3.12	400.16	235.00
143.17	1265.57	3.05	0.80	4.180	-2.63	3.43	448.60	235.00
143.21	1265.98	3.04	0.56	4.180	-2.57	3.13	402.66	235.00
143.29	1266.81	3.20	0.25	4.050	-2.61	2.86	360.16	235.00
143.33	1267.22	3.42	0.80	4.430	-2.26	3.06	390.63	235.00
143.41	1268.05	3.37	0.76	4.430	-2.05	2.81	352.89	235.00
143.43	1268.25	3.44	0.83	4.040	-1.62	2.45	296.13	235.00
143.53	1269.28	3.07	0.75	4.120	-2.21	2.96	375.94	235.00
143.57	1269.70	3.43	0.79	4.270	-2.28	3.07	393.13	235.00
143.61	1270.11	3.35	0.88	4.260	-2.34	3.22	415.63	235.00
143.66	1270.62	3.31	0.79	4.180	-2.03	2.82	354.22	235.00
143.68	1270.83	3.24	0.82	4.050	-2.08	2.90	366.41	235.00
143.72	1271.24	3.04	0.94	4.170	-2.19	3.13	402.81	235.00
143.82	1272.28	3.04	0.84	3.810	-2.73	3.57	471.09	235.00
143.92	1273.31	3.04	0.84	3.960	-1.99	2.83	355.47	235.00
143.96	1273.72	3.12	1.02	4.010	-2.17	3.19	411.25	235.00
144.06	1274.75	2.93	0.81	3.970	-2.33	3.14	403.59	235.00
144.12	1275.37		0.97	4.140	-2.15	3.12	400.94	235.00
144.16	1275.78	3.06	0.84	4.010	-2.09	2.93	371.09	235.00
144.22	1276.40	3.12	1.04	3.950	-2.07	3.11	399.38	235.00
144.26	1276.81	3.09	1.08	3.980	-2.13	3.21	415.31	235.00
144.34	1277.64	2.84	0.93	4.180	-2.25	3.18	410.16	235.00
144.42	1278.47		0.62	4.030	-2.26	2.88	363.28	235.00
144.44	1278.67	3.15	0.84	4.150	-2.16	3.00	381.26	235.00
144.50	1279.29	3.08	0.81	3.970	-2.01	2.82	354.38	235.00
144.54	1279.70	2.91	0.82	4.090	-2.28	3.10	398.35	235.00
144.58	1280.12	3.17	0.81	4.130	-2.25	3.06	391.55	235.00
144.62	1280.53	2.99	0.71	4.070	-1.87	2.58	315.69	235.00
144.66	1280.94	2.97	0.44	4.010	-2.20	2.64	326.26	235.00
144.70	1281.35	3.11	0.86	4.060	-2.43	3.29	426.78	235.00
144.74	1281.77	3.17	0.75	3.950	-2.15	2.90	366.56	235.00
144.78	1282.18	3.24	0.74	4.010	-2.12	2.86	360.52	235.00
144.82	1282.59	2.96	0.75	3.830	-2.09	2.84	357.66	235.00
144.86	1283.00	3.05	0.75	3.930	-2.09	2.84	356.41	235.00
144.90	1283.42	3.24	0.70	4.060	-2.14	2.84	357.81	235.00
144.94	1283.83	3.13	0.69	3.670	-2.54	3.23	418.59	235.00
144.98	1284.24	3.04	0.59	4.000	-2.20	2.79	349.99	235.00
145.02	1284.66	3.19	0.49	4.120	-2.26	2.75	342.96	235.00
145.06	1285.07	3.30	0.56	4.120	-2.36	2.92	369.53	235.00
145.10	1285.48	3.18	0.47	3.550	-2.54	3.01	383.44	235.00
145.14	1285.89	3.55	0.58	4.250	-2.25	2.83	355.35	235.00
145.18	1286.25	3.69	0.56	3.580	-2.43	2.99	380.47	235.00
145.22	1286.54	3.65	0.63	4.380	-2.22	2.85	358.59	235.00
145.26	1286.83	3.48	0.62	4.420	-2.24	2.86	359.38	235.00
145.30	1287.13	3.41	0.34	4.580	-2.23	2.57	314.84	235.00
145.36	1287.57	3.56	0.46	4.240	-2.41	2.87	362.31	235.00
145.38	1287.71	3.50	0.23	4.020	-2.74	2.97	377.81	235.00
145.46	1288.30	3.66	0.25	4.910	-2.43	2.68	331.56	235.00
145.50	1288.59	3.56	0.09	4.730	-2.49	2.58	315.63	235.00
145.54	1288.89	3.49	0.20	4.930	-2.41	2.61	321.09	235.00
145.58	1289.18	3.58	-0.02	4.590	-2.37	2.35	280.00	235.00
145.62	1289.47	3.61	0.04	4.690	-2.13	2.17	252.50	235.00
145.66	1289.77	3.47	-0.12	5.100	-2.24	2.12	244.84	235.00
145.70	1290.06	3.80	0.11	4.750	-2.33	2.44	294.06	235.00
145.74	1290.36	3.43	0.00	5.000	-2.24	2.24	263.13	235.00
145.82	1290.94	3.74	0.08	4.880	-2.25	2.33	277.34	235.00
145.86	1291.24	3.68	0.40	4.730	-1.97	2.37	284.21	235.00
145.90	1291.53	3.68	0.37	4.920	-2.30	2.67	330.31	235.00
145.94	1291.82	3.70	0.22	4.560	-2.07	2.29	271.56	235.00
145.96	1291.97	3.73	0.32	4.320	-2.29	2.61	320.61	235.00
146.06	1292.70	3.71	-0.10	4.570	-2.41	2.31	274.06	235.00
146.10	1293.00	3.92	-0.18	4.470	-2.47	2.29	271.39	235.00
146.18	1293.58	3.82	0.68	4.790	-2.12	2.80	350.31	235.00
146.22	1293.88	3.55	0.75	4.710	-2.11	2.86	360.16	235.00
146.26	1294.17	3.71	0.33	4.710	-2.26	2.59	317.41	235.00
146.30	1294.46	3.64	0.27	4.490	-2.42	2.69	333.28	235.00
146.34	1294.76	3.50	0.37	4.560	-2.43	2.80	350.00	235.00
146.38	1295.05	3.45	0.58	4.670	-2.71	3.29	426.88	235.00
146.46	1295.64	3.64	0.35	4.490	-2.32	2.67	330.38	235.00
146.50	1295.93	3.20	0.37	4.300	-2.32	2.69	333.78	235.00
146.56	1296.37	3.72	0.04	4.310	-2.56	2.60	319.68	235.00
146.58	1296.52	3.22	0.16	4.500	-2.51	2.67	330.78	235.00
146.62	1296.81	3.50	0.23	4.740	-2.85	3.08	393.75	235.00
146.70	1297.40	3.57	0.39	4.690	-2.34	2.73	340.00	235.00
146.74	1297.69	3.71	0.24	4.860	-2.57	2.81	352.66	235.00
146.82	1298.28	3.54	0.14	5.230	-3.32	3.46	453.91	235.00
146.96	1299.29	3.59	0.45	4.650	-2.07	2.52	306.56	235.00
146.99	1299.50	3.65	0.59	4.660	-2.21	2.80	350.16	235.00
147.02	1299.71	3.58	0.45	4.550	-2.07	2.52	306.56	235.00
147.03	1299.82	3.50	0.64	4.510	-2.15	2.79	349.13	235.00
147.07	1300.14	3.62	0.72	4.190	-2.41	3.13	401.85	235.00
147.13	1300.56	3.64	0.16	4.230	-2.37	2.53	308.80	235.00
147.58	1303.89	3.29	0.92	4.110	-2.16	3.08	394.57	235.00
147.62	1304.14	3.38	0.77	3.860	-2.20	2.97	377.00	235.00
147.65	1304.39	3.32	0.75	3.830	-2.15	2.90	366.41	235.00
147.69	1304.64	3.13	0.78	4.040	-2.14	2.92	368.76	235.00
147.72	1304.89	3.27	0.81	3.880	-2.15	2.96	375.78	235.00
147.75	1305.14	3.19	0.91	3.910	-2.17	3.08	394.38	235.00
147.79	1305.39	2.85	0.76	3.920	-2.18	2.94	372.81	235.00
147.82	1305.64	3.22	0.87	4.110	-1.94	2.81	351.91	235.00
147.86	1305.89	2.95	0.89	3.690	-2.37	3.26	422.66	235.00
147.93	1306.39	2.73	0.44	3.950	-2.24	2.68	331.72	235.00
147.96	1306.64	2.86	0.67	3.870	-2.37	3.04	387.81	235.00
148.06	1307.39	3.16	0.87	3.930	-2.54	3.41	445.94	235.00
148.11	1307.76	3.23	0.78	4.260	-1.95	2.73	339.69	235.00
148.22	1308.57	3.33	0.84	4.120	-2.05	2.89	364.84	235.00
148.28	1308.98	3.26	0.80	4.330	-1.88	2.68	332.60	235.00
148.33	1309.39	3.14	0.85	4.170	-1.96	2.81	352.66	235.00
148.39	1309.80	2.94	0.83	4.080	-2.24	3.07	393.32	235.00
148.42	1310.03	3.27	0.90	3.880	-2.00	2.90	366.92	235.00
148.45	1310.26	3.25	0.90	3.780	-2.05	2.95	373.58	235.00
148.48	1310.49	3.22	0.79	4.130	-2.06	2.85	358.59	235.00
148.52	1310.72	3.11	0.79	4.110	-2.07	2.86	360.16	235.00
148.55	1310.95	3.05	0.64	4.080	-2.05	2.69	333.59	235.00
148.58	1311.18	3.02	0.82	3.970	-2.23	3.05	390.10	235.00
148.64	1311.64	3.12	0.86	4.050	-2.14	3.00	382.34	235.00
148.74	1312.33	3.01	0.90	3.830	-2.27	3.17	409.22	235.00
148.80	1312.79	2.75	0.85	3.600	-2.66	3.51	461.72	235.00
148.89	1313.48	2.93	0.79	3.500	-2.64	3.43	449.69	235.00
148.92	1313.71	2.86	0.98	3.880	-2.19	3.17	408.59	235.00
148.95	1313.94	2.97	0.81	3.830	-2.37	3.18	410.04	235.00
148.99	1314.17	2.68	0.79	3.840	-2.35	3.14	403.91	235.00
149.02	1314.37	2.85	0.80	3.820	-2.21	3.01	383.59	235.00
149.05	1314.58	2.99	0.79	3.920	-2.47	3.26	422.66	235.00
149.08	1314.78	2.77	0.81	3.720	-2.48	3.29	427.03	235.00
149.21	1315.58	3.04	0.77	3.890	-2.64	3.41	445.31	235.00
149.27	1315.98	3.04	0.74	4.020	-2.44	3.18	410.16	235.00
149.30	1316.18	3.02	0.52	3.960	-2.71	3.23	417.97	235.00
149.36	1316.58	3.00	0.76	3.960	-2.45	3.21	415.00	235.00
149.43	1316.98	3.05	0.44	3.890	-2.51	2.95	374.38	235.00
149.45	1317.13	2.91	0.35	3.870	-2.79	3.14	404.06	235.00
149.48	1317.33	3.25	0.73	3.870	-2.87	3.60	475.78	235.00
149.51	1317.53	3.07	0.60	4.110	-2.85	3.45	451.56	235.00
149.54	1317.73	2.95	0.61	4.010	-2.58	3.19	412.19	235.00
149.61	1318.13	3.15	0.68	4.000	-2.88	3.56	469.38	235.00
149.67	1318.53	3.19	0.73	3.990	-2.67	3.40	444.53	235.00
149.70	1318.73	3.32	0.68	4.160	-3.09	3.77	501.88	235.00
149.79	1319.34	3.35	0.61	3.190	-2.59	3.20	412.50	235.00
149.81	1319.44	2.96	0.66	4.120	-2.34	3.00	382.19	235.00
149.93	1320.21	3.43	0.56	3.770	-2.47	3.03	386.72	235.00
150.13	1321.48	3.29	0.57	3.970	-2.21	2.78	347.66	235.00
150.29	1322.51	3.29	0.52	4.330	-2.13	2.65	327.81	235.00
150.33	1322.76		0.73	4.280	-2.19	2.92	369.53	235.00
150.41	1323.27	3.28	0.78	4.340	-2.42	3.20	413.44	235.00
151.74	1331.77	3.76	0.46	4.740	-2.24	2.70	334.69	235.00
151.82	1332.28	3.61	0.37	4.250	-2.17	2.54	310.00	235.00
152.06	1333.82	3.76	0.32	4.080	-2.29	2.61	321.72	235.00
152.10	1334.07	3.63	0.45	4.750	-2.19	2.64	325.63	235.00
152.14	1334.33	3.57	-0.05	4.600	-2.10	2.05	233.85	233.85
152.32	1335.48	3.71	-0.14	4.720	-1.91	1.77	190.15	190.15
152.36	1335.73	3.67	0.00	4.600	-1.95	1.95	218.46	218.46
152.44	1336.25	3.68	0.42	4.710	-1.97	2.39	286.32	235.00
152.60	1337.27		-0.09	4.660	-1.83	1.74	184.61	184.61
152.64	1337.52	3.77	0.08	4.760	-2.48	2.56	313.28	235.00
152.72	1338.03	3.68	0.11	4.790	-2.34	2.45	296.09	235.00
152.76	1338.29	3.72	0.31	4.820	-2.36	2.67	331.09	235.00
152.80	1338.55	3.46	0.23	4.700	-2.36	2.59	318.44	235.00
152.96	1339.57	3.67	0.44	4.610	-2.19	2.63	324.22	235.00
153.00	1339.82	3.61	0.44	4.600	-2.31	2.75	342.97	235.00
