leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
80,550,,LOWER EOCENE,UPPER PALEOCENE,403.5,413.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,49.0,60.0,54.5,DSDP INITIAL REPORTS
80,550,,UPPER PALEOCENE,,413.0,422.5,,NO AGE GIVEN,,NO AGE GIVEN,53.5,60.0,56.75,DSDP INITIAL REPORTS
80,550,,LOWER PALEOCENE,,422.5,472.8,,NO AGE GIVEN,,NO AGE GIVEN,60.0,65.0,62.5,DSDP INITIAL REPORTS
80,550,,UPPER MAESTRICHTIAN ,,472.8,517.5,,NO AGE GIVEN,,NO AGE GIVEN,65.0,67.5,66.25,DSDP INITIAL REPORTS
80,550,,MAESTRICHTIAN,,517.5,527.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,65.0,70.0,67.5,DSDP INITIAL REPORTS
80,551,,PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
80,551,,MIOCENE,MIDDLE EOCENE,47.0,49.7,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,49.0,27.0,DSDP INITIAL REPORTS
80,551,,LOWER EOCENE,,49.7,100.8,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
80,551,,UPPER PALEOCENE,,100.8,101.0,,NO AGE GIVEN,,NO AGE GIVEN,53.5,60.0,56.75,DSDP INITIAL REPORTS
80,551,,LOWER MAESTRICHTIAN ,,101.0,123.0,,NO AGE GIVEN,,NO AGE GIVEN,67.5,70.0,68.75,DSDP INITIAL REPORTS
80,551,,UPPER CAMPANIAN,,123.0,132.5,,NO AGE GIVEN,,NO AGE GIVEN,70.0,74.0,72.0,DSDP INITIAL REPORTS
80,551,,LOWER TURONIAN,,132.5,138.5,,NO AGE GIVEN,,NO AGE GIVEN,90.0,92.0,91.0,DSDP INITIAL REPORTS
80,551,,UPPER CENOMANIAN,,138.5,144.0,,NO AGE GIVEN,,NO AGE GIVEN,92.0,95.0,93.5,DSDP INITIAL REPORTS
81,552,,PLEISTOCENE,,0.0,3.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
81,552,,LOWER PLIOCENE,,51.0,60.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
81,552,,UPPER MIOCENE,,108.0,155.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
81,552,,MIDDLE MIOCENE,,155.5,160.4,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
81,552,,MIDDLE EOCENE,LOWER EOCENE,160.4,165.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,43.0,53.5,48.25,DSDP INITIAL REPORTS
81,552,,MIDDLE EOCENE,,165.0,174.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
81,552,,MIDDLE EOCENE,LOWER EOCENE,174.5,184.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,43.0,53.5,48.25,DSDP INITIAL REPORTS
81,552,,LOWER EOCENE,,193.5,284.0,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
81,552,,PLEISTOCENE,,0.0,3.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
81,552,,LOWER PLIOCENE,,51.0,60.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
81,552,,UPPER MIOCENE,,108.0,155.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
81,552,,MIDDLE MIOCENE,,155.5,160.4,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
81,552,,MIDDLE EOCENE,LOWER EOCENE,160.4,165.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,43.0,53.5,48.25,DSDP INITIAL REPORTS
81,552,,MIDDLE EOCENE,,165.0,174.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
81,552,,MIDDLE EOCENE,LOWER EOCENE,174.5,184.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,43.0,53.5,48.25,DSDP INITIAL REPORTS
81,552,,LOWER EOCENE,,193.5,284.0,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
81,553,,PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
81,553,,PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
81,553,,PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
81,554,,PLEISTOCENE,,0.0,28.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
81,554,,LOWER PLIOCENE,,38.0,53.8,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
81,554,,UPPER MIOCENE,,53.8,76.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
81,554,,PLEISTOCENE,,0.0,28.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
81,554,,LOWER PLIOCENE,,38.0,53.8,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
81,554,,UPPER MIOCENE,,53.8,76.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
81,555,,PLEISTOCENE,,0.0,15.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
81,555,,PLEISTOCENE,LOWER PLIOCENE,15.0,24.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,5.0,2.506,DSDP INITIAL REPORTS
81,555,,UPPER MIOCENE,,24.5,138.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
81,555,,MIDDLE MIOCENE,,138.5,252.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
81,555,,MIDDLE MIOCENE,LOWER MIOCENE,252.5,262.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,10.5,22.5,16.5,DSDP INITIAL REPORTS
81,555,,LOWER MIOCENE,,262.0,281.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
81,555,,LOWER EOCENE,,281.0,670.5,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
81,555,,UPPER PALEOCENE,,832.0,870.0,,NO AGE GIVEN,,NO AGE GIVEN,53.5,60.0,56.75,DSDP INITIAL REPORTS
82,556,,PLEISTOCENE,,0.0,6.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
82,556,,PLIOCENE,,6.5,97.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
82,556,,UPPER MIOCENE,,97.5,192.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
82,556,,MIDDLE MIOCENE,UPPER OLIGOCENE,192.5,461.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,10.5,30.0,20.25,DSDP INITIAL REPORTS
82,556,,LOWER OLIGOCENE,,461.5,471.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
82,557,,UPPER MIOCENE,,0.0,460.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
82,558,,UPPER MIOCENE,,158.0,167.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
82,558,,UPPER MIOCENE,MIDDLE MIOCENE,167.5,196.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,16.0,10.5,DSDP INITIAL REPORTS
82,558,,MIDDLE MIOCENE,,196.0,262.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
82,558,,MIDDLE MIOCENE,LOWER MIOCENE,262.5,291.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,10.5,22.5,16.5,DSDP INITIAL REPORTS
82,558,,LOWER MIOCENE,,291.0,310.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
82,558,,LOWER MIOCENE,OLIGOCENE,310.0,329.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,16.0,37.5,26.75,DSDP INITIAL REPORTS
82,558,,UPPER OLIGOCENE,,329.0,386.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
82,558,,UPPER OLIGOCENE,LOWER OLIGOCENE,386.0,395.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
82,558,,LOWER OLIGOCENE,,395.5,414.5,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
82,558,,UPPER MIOCENE,,158.0,167.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
82,558,,UPPER MIOCENE,MIDDLE MIOCENE,167.5,196.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,16.0,10.5,DSDP INITIAL REPORTS
82,558,,MIDDLE MIOCENE,,196.0,262.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
82,558,,MIDDLE MIOCENE,LOWER MIOCENE,262.5,291.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,10.5,22.5,16.5,DSDP INITIAL REPORTS
82,558,,LOWER MIOCENE,,291.0,310.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
82,558,,LOWER MIOCENE,OLIGOCENE,310.0,329.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,16.0,37.5,26.75,DSDP INITIAL REPORTS
82,558,,UPPER OLIGOCENE,,329.0,386.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
82,558,,UPPER OLIGOCENE,LOWER OLIGOCENE,386.0,395.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
82,558,,LOWER OLIGOCENE,,395.5,414.5,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
82,559,,UPPER PLIOCENE,,0.0,0.9,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
82,559,,LOWER PLIOCENE,,0.9,1.7,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
82,559,,UPPER MIOCENE,,1.7,2.1,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
82,559,,MIDDLE MIOCENE,,2.1,238.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
82,560,,MIOCENE,,0.0,373.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,22.5,13.75,DSDP INITIAL REPORTS
82,560,,MIDDLE MIOCENE,,373.0,376.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
82,561,,PLEISTOCENE,LOWER MIOCENE,0.0,411.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,22.5,11.26,DSDP INITIAL REPORTS
82,562,,PLEISTOCENE,,0.0,2.2,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
82,562,,PLIOCENE,,2.2,2.8,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
82,562,,MIDDLE MIOCENE,LOWER MIOCENE,2.8,241.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,10.5,22.5,16.5,DSDP INITIAL REPORTS
82,563,,UPPER MIOCENE,,156.5,185.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
82,563,,UPPER MIOCENE,MIDDLE MIOCENE,185.0,204.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,16.0,10.5,DSDP INITIAL REPORTS
82,563,,MIDDLE MIOCENE,,204.0,261.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
82,563,,MIDDLE MIOCENE,LOWER MIOCENE,261.0,270.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,10.5,22.5,16.5,DSDP INITIAL REPORTS
82,563,,LOWER MIOCENE,,270.5,308.5,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
82,563,,LOWER MIOCENE,UPPER OLIGOCENE,308.5,318.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,16.0,30.0,23.0,DSDP INITIAL REPORTS
82,563,,UPPER OLIGOCENE,,318.0,337.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
82,563,,UPPER OLIGOCENE,LOWER OLIGOCENE,337.0,355.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
82,563,,LOWER OLIGOCENE,,355.5,364.5,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
82,564,,UPPER MIOCENE,LOWER OLIGOCENE,0.0,284.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,37.5,21.25,DSDP INITIAL REPORTS
84,565,,RECENT,,0.0,10.5,MISSING HOLE OR DRILLED INTERVAL,NO AGE GIVEN,,NO AGE GIVEN,0.0,0.011,0.0055,DSDP INITIAL REPORTS
84,565,,UPPER PLEISTOCENE,,10.5,77.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
84,565,,PLEISTOCENE,,77.0,86.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
84,565,,LOWER PLEISTOCENE,,86.5,96.0,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
84,565,,UPPER PLIOCENE,,96.0,105.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
84,565,,PLEISTOCENE,,105.5,110.7,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
84,565,,UPPER PLIOCENE,,110.7,282.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
84,565,,LOWER PLIOCENE,,282.5,295.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
84,565,,LOWER PLIOCENE,UPPER MIOCENE,295.5,328.3,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
84,566,,RECENT,UPPER PLEISTOCENE,0.0,4.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
84,566,,UPPER PLEISTOCENE,,4.0,25.2,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
84,566,,RECENT,UPPER PLEISTOCENE,0.0,4.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
84,566,,UPPER PLEISTOCENE,,4.0,25.2,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
84,566,,RECENT,UPPER PLEISTOCENE,0.0,4.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
84,566,,UPPER PLEISTOCENE,,4.0,25.2,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
84,566,,RECENT,UPPER PLEISTOCENE,0.0,4.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
84,566,,UPPER PLEISTOCENE,,4.0,25.2,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
84,567,,PLEISTOCENE,MIDDLE MIOCENE,0.0,176.1,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,16.0,8.006,DSDP INITIAL REPORTS
84,567,,LOWER PLEISTOCENE,,176.1,195.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
84,567,,PLEISTOCENE,MIDDLE MIOCENE,0.0,176.1,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,16.0,8.006,DSDP INITIAL REPORTS
84,567,,LOWER PLEISTOCENE,,176.1,195.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
84,568,,RECENT,UPPER PLEISTOCENE,0.0,3.4,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
84,568,,UPPER PLEISTOCENE,,3.4,89.4,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
84,568,,PLEISTOCENE,,89.4,117.8,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
84,568,,MIDDLE PLEISTOCENE,LOWER PLEISTOCENE,117.8,195.4,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.8,1.8,1.3,DSDP INITIAL REPORTS
84,568,,LOWER PLIOCENE,MIDDLE MIOCENE,195.4,224.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,16.0,9.7,DSDP INITIAL REPORTS
84,568,,MIDDLE MIOCENE,,224.5,350.2,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
84,568,,LOWER MIOCENE,,350.2,408.9,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
84,569,,RECENT,UPPER PLEISTOCENE,0.0,1.2,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
84,569,,PLEISTOCENE,,1.2,49.7,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
84,569,,PLEISTOCENE,UPPER PLIOCENE,49.7,58.9,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,3.4,1.706,DSDP INITIAL REPORTS
84,569,,MIDDLE MIOCENE,,77.9,87.4,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
84,569,,LOWER MIOCENE,,87.4,241.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
84,569,,UPPER OLIGOCENE,,241.0,250.7,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
84,569,,RECENT,UPPER PLEISTOCENE,0.0,1.2,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
84,569,,PLEISTOCENE,,1.2,49.7,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
84,569,,PLEISTOCENE,UPPER PLIOCENE,49.7,58.9,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,3.4,1.706,DSDP INITIAL REPORTS
84,569,,MIDDLE MIOCENE,,77.9,87.4,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
84,569,,LOWER MIOCENE,,87.4,241.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
84,569,,UPPER OLIGOCENE,,241.0,250.7,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
84,570,,PLEISTOCENE,,0.0,172.1,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
84,570,,PLEISTOCENE,UPPER PLIOCENE,172.1,181.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,3.4,1.706,DSDP INITIAL REPORTS
84,570,,PLEISTOCENE,,181.8,210.7,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
84,570,,UPPER PLIOCENE,,210.7,234.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
84,570,,LOWER PLIOCENE,,234.0,258.8,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
84,570,,UPPER MIOCENE,,258.8,327.4,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
84,570,,MIDDLE MIOCENE,,327.4,332.3,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
84,570,,LOWER MIOCENE,,332.3,335.6,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
84,570,,LOWER EOCENE,,335.6,355.7,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
85,571,,QUATERNARY,,0.0,7.1,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
85,572,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
85,572,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
85,572,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
85,572,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
85,572,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
85,573,,QUATERNARY,,0.0,23.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
85,573,,UPPER PLIOCENE,,23.5,39.1,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
85,573,,UPPER PLIOCENE,LOWER PLIOCENE,39.1,47.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
85,573,,LOWER PLIOCENE,,47.8,76.2,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
85,573,,LOWER PLIOCENE,UPPER MIOCENE,76.2,85.7,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
85,573,,UPPER MIOCENE,,85.7,157.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
85,573,,QUATERNARY,,0.0,23.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
85,573,,UPPER PLIOCENE,,23.5,39.1,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
85,573,,UPPER PLIOCENE,LOWER PLIOCENE,39.1,47.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
85,573,,LOWER PLIOCENE,,47.8,76.2,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
85,573,,LOWER PLIOCENE,UPPER MIOCENE,76.2,85.7,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
85,573,,UPPER MIOCENE,,85.7,157.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
85,573,,QUATERNARY,,0.0,23.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
85,573,,UPPER PLIOCENE,,23.5,39.1,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
85,573,,UPPER PLIOCENE,LOWER PLIOCENE,39.1,47.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
85,573,,LOWER PLIOCENE,,47.8,76.2,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
85,573,,LOWER PLIOCENE,UPPER MIOCENE,76.2,85.7,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
85,573,,UPPER MIOCENE,,85.7,157.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
85,574,,QUATERNARY,,0.0,4.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
85,574,,QUATERNARY,UPPER PLIOCENE,4.5,14.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,3.4,1.7,DSDP INITIAL REPORTS
85,574,,UPPER PLIOCENE,LOWER PLIOCENE,14.0,23.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
85,574,,LOWER PLIOCENE,,23.5,33.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
