Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
162,982.0,B,Initial Reports          ,565.68,18.200001, 
162,982.0,C,Initial Reports          ,20.1,0.78,Bruhnes/Matuyama
162,982.0,C,Initial Reports          ,24.3,0.99,Jaramillo top
162,982.0,C,Initial Reports          ,25.7,1.07,Jaramillo bottom
162,982.0,C,Initial Reports          ,36.85,1.77,Olduvai top
162,982.0,C,Initial Reports          ,40.5,1.95,Olduvai bottom
162,982.0,C,Initial Reports          ,41.85,2.14,Reunion II top
162,982.0,C,Initial Reports          ,51.3,2.58, 
162,983.0,A,Initial Reports          ,26.73,0.26,FO E. huxleyi
162,983.0,A,Initial Reports          ,44.77,0.46,LO P. lacunosa
162,983.0,A,Initial Reports          ,81.85,0.78,Bruhnes/Matuyama
162,983.0,A,Initial Reports          ,106.3,0.99,Jaramillo top
162,983.0,A,Initial Reports          ,119.4,1.07,Jaramillo bottom
162,983.0,A,Initial Reports          ,142.85,1.23,LO Gephyrocapsa spp. A/B
162,983.0,A,Initial Reports          ,225.4,1.77, 
162,983.0,B,Initial Reports          ,82.7,0.78,Bruhnes/Matuyama
162,983.0,B,Initial Reports          ,107.6,0.99,Jaramillo top
162,983.0,B,Initial Reports          ,120.5,1.07,Jaramillo bottom
162,983.0,B,Initial Reports          ,225.3,1.77, 
162,983.0,C,Initial Reports          ,79.1,0.78,Bruhne/Matuyama
162,983.0,C,Initial Reports          ,103.69,0.99,Jaramillo top
162,983.0,C,Initial Reports          ,117.9,1.07,Jaramillo bottom
162,983.0,C,Initial Reports          ,222.7,1.77,Olduvai top
162,983.0,C,Initial Reports          ,254.65,1.95, 
162,984.0,A,Initial Reports          ,97.8,0.78,Bruhnes/Matuyama
162,984.0,A,Initial Reports          ,119.25,0.99,Jaramillo top
162,984.0,A,Initial Reports          ,131.65,1.07, 
162,984.0,B,Initial Reports          ,38.1,0.26,FO E. huxleyi
162,984.0,B,Initial Reports          ,65.6,0.46,LO P.lacunosa
162,984.0,B,Initial Reports          ,100.2,0.78,Bruhnes/Matuyama
162,984.0,B,Initial Reports          ,121.7,0.99,Jaramillo top
162,984.0,B,Initial Reports          ,132.5,1.07,Jaramillo bottom
162,984.0,B,Initial Reports          ,148.6,1.23,LO Gephyrocapsa app. A/B
162,984.0,B,Initial Reports          ,195.9,1.77,Olduvai top
162,984.0,B,Initial Reports          ,222.25,1.95,Olduvai bottom
162,984.0,B,Initial Reports          ,241.85,2.14, 
162,984.0,C,Initial Reports          ,96.7,0.78,Bruhnes/Matuyama
162,984.0,C,Initial Reports          ,120.7,0.99,Jaramillo top
162,984.0,C,Initial Reports          ,132.4,1.07,Jaramillo bottom
162,984.0,C,Initial Reports          ,196.8,1.77,Olduvai top
162,984.0,C,Initial Reports          ,217.25,1.95,Olduvai bottom
162,984.0,C,Initial Reports          ,240.95,2.14, 
162,984.0,D,Initial Reports          ,196.8,1.77,Olduvai top
162,984.0,D,Initial Reports          ,216.6,1.95, 
162,985.0,A,Initial Reports          ,29.7,1.07,Jaramillo bottom
162,985.0,A,Initial Reports          ,47.25,1.77,Olduvai top
162,985.0,A,Initial Reports          ,53.85,1.95,Olduvai bottom
162,985.0,A,Initial Reports          ,70.9,2.58,Matuyama/Gauss
162,985.0,A,Initial Reports          ,79.4,3.05,Kaena top
162,985.0,A,Initial Reports          ,82.15,3.13,Kaena bottom
162,985.0,A,Initial Reports          ,85.55,3.23,Mammoth top
162,985.0,A,Initial Reports          ,88.7,3.33,Mammoth Bottom
162,985.0,A,Initial Reports          ,93.35,3.59,Gauss/Gilbert
162,985.0,A,Initial Reports          ,133.0,5.83,Gilbert/C3An
162,985.0,A,Initial Reports          ,146.1,6.45,C3An/C3Ar
162,985.0,A,Initial Reports          ,153.85,6.79,C3Ar/C3Bn
162,985.0,A,Initial Reports          ,278.79,14.4, 
162,985.0,B,Initial Reports          ,24.0,0.78,Bruhnes/Matuyama
162,985.0,B,Initial Reports          ,26.65,0.99,Jaramillo top
162,985.0,B,Initial Reports          ,28.7,1.07,Jaramillo bottom
162,985.0,B,Initial Reports          ,46.25,1.77,Olduvai top
162,985.0,B,Initial Reports          ,52.7,1.95,Olduvai bottom
162,985.0,B,Initial Reports          ,66.62,2.58,Matuyama/Gauss
162,985.0,B,Initial Reports          ,79.0,3.05,Kaena top
162,985.0,B,Initial Reports          ,80.4,3.13,Kaena bottom
162,985.0,B,Initial Reports          ,84.25,3.23,Mammoth top
162,985.0,B,Initial Reports          ,87.5,3.33,Mammoth bottom
162,985.0,B,Initial Reports          ,91.8,3.59,Gauss/Gilbert
162,985.0,B,Initial Reports          ,98.4,4.2,Cochiti top
162,985.0,B,Initial Reports          ,100.45,4.31,Cochita bottom
162,985.0,B,Initial Reports          ,103.6,4.48,Nunivak top
162,985.0,B,Initial Reports          ,105.9,4.62,Nunivak bottom
162,985.0,B,Initial Reports          ,107.75,4.78,Sidufjall top
162,985.0,B,Initial Reports          ,110.45,4.88,Sidufjall bottom
162,985.0,B,Initial Reports          ,112.15,4.98,Thvera top
162,985.0,B,Initial Reports          ,116.85,5.23, 
162,987.0,A,Initial Reports          ,45.26,0.46,LO P.lacunosa
162,987.0,A,Initial Reports          ,72.0,0.78,Bruhnes/Matuyama
162,987.0,A,Initial Reports          ,78.0,0.99,Jaramillo top
162,987.0,A,Initial Reports          ,194.0,1.77, 
162,987.0,D,Initial Reports          ,70.6,0.78, 
162,987.0,E,Initial Reports          ,369.45,2.58,Matuyama/Gauss
162,987.0,E,Initial Reports          ,438.5,3.05,Kaena top
162,987.0,E,Initial Reports          ,447.4,3.13,Kaena bottom
162,987.0,E,Initial Reports          ,508.0,3.59, 
165,998.0,A,Initial Reports          ,9.3,0.248,FO Emiliania huxleyi (Nannofossil)
165,998.0,A,Initial Reports          ,10.55,0.408,LO  Pseudoemiliania lacunosa (Nannofossil)
165,998.0,A,Initial Reports          ,23.05,0.88,LO  Reticulofenestra asanoi (Nannofossil)
165,998.0,A,Initial Reports          ,26.05,0.94,FO Gephyrocapsa parallela (Nannofossil)
165,998.0,A,Initial Reports          ,26.055,1.17,FO Reticulofenestra asanoi (Nannofossil) (+.005 m)
165,998.0,A,Initial Reports          ,28.4,1.23,LO  Large Gephyrocapsa spp. (Nannofossil)
165,998.0,A,Initial Reports          ,28.45,1.26,LO  Helicosphaera sellii (Nannofossil) (+.005 m)
165,998.0,A,Initial Reports          ,29.55,1.48,FO Large Gephyrocapsa spp. (Nannofossil)
165,998.0,A,Initial Reports          ,34.05,1.64,LO  Calcidiscus macintyrei (Nannofossil)
165,998.0,A,Initial Reports          ,35.55,1.71,FO Gephyrocapsa caribbeanica (Nannofossil)
165,998.0,A,Initial Reports          ,36.85,1.95,LO  Discoaster brouweri (Nannofossil)
165,998.0,A,Initial Reports          ,36.855,2.36,LO  Discoaster pentaradiatus (Nannofossil) (+.005 
165,998.0,A,Initial Reports          ,38.27,1.7,LO Globigerinoides fistulosus (Planktonic Foramini
165,998.0,A,Initial Reports          ,39.01,2.0,FO Truncorotalia truncatulinoides (Planktonic Fora
165,998.0,A,Initial Reports          ,48.45,2.3,LO Menardella miocenica (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,53.05,2.51,LO  Discoaster surculus (Nannofossil)
165,998.0,A,Initial Reports          ,59.71,3.0,LO Dentoglobigerina altispira (Planktonic Foramini
165,998.0,A,Initial Reports          ,61.05,2.82,LO  Discoaster tamalis (Nannofossil)
165,998.0,A,Initial Reports          ,63.61,3.2,FO Globigerinoides fistulosus (Planktonic Foramini
165,998.0,A,Initial Reports          ,69.05,3.62,LO  Sphenolithus spp. (Nannofossil)
165,998.0,A,Initial Reports          ,75.5,3.83,LO  R. pseudoumbilicus (Nannofossil)
165,998.0,A,Initial Reports          ,76.39,3.6,LO Hirsutella margaritae (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,85.96,4.3,LO Globoturborotalita nepenthes (Planktonic Forami
165,998.0,A,Initial Reports          ,88.21,4.5,FO Menardella exilis (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,88.215,4.7,FO Truncorotalia crassaformis (Planktonic Foramini
165,998.0,A,Initial Reports          ,93.94,4.5,LO  Amaurolithus spp. (Nannofossil)
165,998.0,A,Initial Reports          ,94.94,5.046,FO Ceratolithus rugosus (Nannofossil)
165,998.0,A,Initial Reports          ,100.55,5.089,FO Ceratolithus acutus (Nannofossil)
165,998.0,A,Initial Reports          ,104.47,5.537,LO  Discoaster quinqueramus (Nannofossil)
165,998.0,A,Initial Reports          ,104.9,5.6,FO Sphaeroidinella dehiscens (Planktonic Foraminif
165,998.0,A,Initial Reports          ,107.2,6.0,FO Hirsutella margaritae (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,107.25,6.2,FO Globigerinoides conglobatus (Planktonic Foramin
165,998.0,A,Initial Reports          ,116.55,7.392,FO Amaurolithus spp. (Nannofossil)
165,998.0,A,Initial Reports          ,126.05,8.281,FO Discoaster berggrenii (Nannofossil)
165,998.0,A,Initial Reports          ,138.55,9.635,LO  Discoaster hamatus (Nannofossil)
165,998.0,A,Initial Reports          ,139.52,8.0,FO Globigerinoides extremus (Planktonic Foraminife
165,998.0,A,Initial Reports          ,139.525,8.0,FO Candeina nitida (Planktonic Foraminifer) (+.005
165,998.0,A,Initial Reports          ,142.21,8.2,FO Globorotalia plesiotumida (Planktonic Foraminif
165,998.0,A,Initial Reports          ,148.99,10.3,LO Paragloborotalia mayeri (Planktonic Foraminifer
165,998.0,A,Initial Reports          ,149.58,10.476,FO Discoaster hamatus (Nannofossil)
165,998.0,A,Initial Reports          ,152.12,10.794,FO Catinaster coalitus (Nannofossil)
165,998.0,A,Initial Reports          ,161.03,11.8,LO Fohsella fohsi (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,164.05,13.2,LO  Cyclicargolithus floridanus (Nannofossil)
165,998.0,A,Initial Reports          ,165.55,13.523,LO  Sphenolithus heteromorphus (Nannofossil)
165,998.0,A,Initial Reports          ,187.94,12.7,FO Fohsella fohsi (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,208.21,14.0,FO Fohsella praefohsi (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,208.215,14.8,FO Fohsella peripheroacuta (Planktonic Foraminifer
165,998.0,A,Initial Reports          ,218.06,16.0,FO Praeorbulina circularis (Planktonic Foraminifer
165,998.0,A,Initial Reports          ,226.65,16.4,FO Praeorbulina sicana (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,242.56,18.200001,FO Sphenolithus heteromorphus (Nannofossil)
165,998.0,A,Initial Reports          ,244.95,18.299999,LO  Sphenolithus belemnos (Nannofossil)
165,998.0,A,Initial Reports          ,245.74,17.299999,LO Catapsydrax dissimilis (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,245.745,18.799999,FO Globigerinatella insueta s.l. (Planktonic Foram
165,998.0,A,Initial Reports          ,257.65,19.200001,FO Sphenolithus belemnos (Nannofossil)
165,998.0,A,Initial Reports          ,280.49,21.5,LO Paragloborotalia kugleri (Planktonic Foraminife
165,998.0,A,Initial Reports          ,330.01,23.799999,LO  Sphenolithus delphix (Nannofossil)
165,998.0,A,Initial Reports          ,333.05,23.9,LO  Reticulofenestra bisecta (Nannofossil)
165,998.0,A,Initial Reports          ,340.74,23.799999,FO Paragloborotalia kugleri (Planktonic Foraminife
165,998.0,A,Initial Reports          ,371.45,25.5,LO  Sphenolithus ciperoensis (Nannofossil)
165,998.0,A,Initial Reports          ,389.38,25.9,FO Paragloborotalia pseudokugleri (Planktonic Fora
165,998.0,A,Initial Reports          ,443.81,27.1,LO Paragloborotalia opima (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,448.39,27.5,LO  Sphenolithus distentus (Nannofossil)
165,998.0,A,Initial Reports          ,486.98,29.9,FO Sphenolithus ciperoensis (Nannofossil)
165,998.0,A,Initial Reports          ,494.47,28.5,LO Ch. cubensis (common) (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,503.45,29.4,FO Globoturborotalita angulisuturalis (Planktonic 
165,998.0,A,Initial Reports          ,514.25,31.5,FO Sphenolithus distentus (Nannofossil)
165,998.0,A,Initial Reports          ,522.0,30.299999,LO Turborotalia ampliapertura (Planktonic Foramini
165,998.0,A,Initial Reports          ,541.69,30.6,FO Paragloborotalia opima (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,562.9,32.0,LO Pseudohastigerina spp. (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,566.95,32.299999,LO  Reticulofenestra umbilicus (Nannofossil)
165,998.0,A,Initial Reports          ,576.55,32.799999,LO  Ericsonia formosa (Nannofossil)
165,998.0,A,Initial Reports          ,586.0,34.200001,LO  Discoaster saipanensis (Nannofossil)
165,998.0,A,Initial Reports          ,586.005,34.299999,LO  Discoaster barbadiensis (Nannofossil) (+.005 m
165,998.0,A,Initial Reports          ,588.51,33.700001,LO Hantkenina spp. (Planktonic Foraminifer)
165,998.0,A,Initial Reports          ,625.69,35.299999,LO Turborotalia pomeroli (Planktonic Foraminifer)
165,998.0,B,Initial Reports          ,566.0,32.299999,LO   Reticulofenestra umbilicus (Nannofossil)
165,998.0,B,Initial Reports          ,572.7,32.799999,LO   Ericsonia formosa (Nannofossil)
165,998.0,B,Initial Reports          ,590.82,33.700001,LO Hantkenina spp. (Planktonic Foraminifer)
165,998.0,B,Initial Reports          ,590.823,33.799999,LO Turborotalia cerroazulensis (Planktonic Foramin
165,998.0,B,Initial Reports          ,590.826,35.299999,LO Porticulasphaera semiinvoluta (Planktonic Foram
165,998.0,B,Initial Reports          ,590.829,38.099998,LO Morozovella spinulosa (Planktonic Foraminifer) 
165,998.0,B,Initial Reports          ,591.95,34.200001,LO   Discoaster saipanensis (Nannofossil)
165,998.0,B,Initial Reports          ,591.955,34.299999,LO   Discoaster barbadiensis (Nannofossil) (+.005 
165,998.0,B,Initial Reports          ,600.29,37.700001,LO Acarinina collactea (Planktonic Foraminifer)
165,998.0,B,Initial Reports          ,600.292,38.400002,FO Porticulasphaera semiinvoluta (Planktonic Foram
165,998.0,B,Initial Reports          ,600.294,38.5,LO Planorotalites spp. (Planktonic Foraminifer) )(
165,998.0,B,Initial Reports          ,600.296,38.0,LO Acarinina spp. (Planktonic Foraminifer) (+.006 
165,998.0,B,Initial Reports          ,619.31,39.0,LO Acarinina primitiva (Planktonic Foraminifer)
165,998.0,B,Initial Reports          ,619.315,40.099998,LO Globigerapsis beckmanni (Planktonic Foraminifer
165,998.0,B,Initial Reports          ,638.33,35.299999,LO Turborotalia pomeroli (Planktonic Foraminifer)
165,998.0,B,Initial Reports          ,648.58,40.5,FO Globogerapsis beckmanni (Planktonic Foraminifer
165,998.0,B,Initial Reports          ,651.1,37.099998,LO   Chiasmolithus grandis (Nannofossil)
165,998.0,B,Initial Reports          ,678.65,40.400002,LO   Chiasmolithus solitus (Nannofossil)
165,998.0,B,Initial Reports          ,680.24,38.0,FO  Reticulofenestra bisecta (Nannofossil)
165,998.0,B,Initial Reports          ,693.66,42.400002,FO Turborotalia pomeroli (Planktonic Foraminifer)
165,998.0,B,Initial Reports          ,741.62,43.099998,LO   Nannotetrina fulgens (Nannofossil)
165,998.0,B,Initial Reports          ,743.51,43.599998,LO Morozovella aragonensis (Planktonic Foraminifer
165,998.0,B,Initial Reports          ,749.07,43.700001,FO  Reticulofenestra umbilicus (Nannofossil)
165,998.0,B,Initial Reports          ,781.55,44.5,LO   Chiasmolithus gigas (Nannofossil)
165,998.0,B,Initial Reports          ,793.64,42.900002,FO Globigerapsis index (Planktonic Foraminifer)
165,998.0,B,Initial Reports          ,810.48,46.099998,FO  Chiasmolithus gigas (Nannofossil)
165,998.0,B,Initial Reports          ,813.03,45.799999,FO Globigerapsis kugleri (Planktonic Foraminifer)
165,998.0,B,Initial Reports          ,831.16,47.299999,FO  Nannotetrina fulgens (Nannofossil)
165,998.0,B,Initial Reports          ,855.43,49.700001,FO  Discoaster sublodoensis (Nannofossil)
165,998.0,B,Initial Reports          ,859.2,50.599998,LO   Tribrachiatus orthostylus (Nannofossil)
165,999.0,A,Initial Reports          ,9.35,0.248,FO  Emiliania huxleyi (Nannofossil)
165,999.0,A,Initial Reports          ,17.2,0.408,LO  Pseudoemiliania lacunosa  (Nannofossil)
165,999.0,A,Initial Reports          ,31.35,0.88,LO  Reticulofenestra asanoi  (Nannofossil)
165,999.0,A,Initial Reports          ,35.5,0.94,FO  Gephyrocapsa parallela  (Nannofossil)
165,999.0,A,Initial Reports          ,36.7,1.17,FO  Reticulofenestra asanoi  (Nannofossil)
165,999.0,A,Initial Reports          ,40.85,1.23,LO  Large Gephyrocapsa spp. (Nannofossil)
165,999.0,A,Initial Reports          ,41.19,1.3,LO Globigerinoides obliquus  (Planktonic Foraminif
165,999.0,A,Initial Reports          ,45.55,1.26,LO  Helicosphaera sellii  (Nannofossil)
165,999.0,A,Initial Reports          ,51.85,1.48,FO  Large Gephyrocapsa spp. (Nannofossil)
165,999.0,A,Initial Reports          ,55.65,1.64,FO  Gephyrocapsa oceanica  (Nannofossil)
165,999.0,A,Initial Reports          ,55.655,1.64,LO  Calcidiscus macintyrei  (Nannofossil) (+.005 m
165,999.0,A,Initial Reports          ,56.85,1.71,FO  Gephyrocapsa caribbeanica  (Nannofossil)
165,999.0,A,Initial Reports          ,65.2,1.95,LO  Discoaster brouweri  (Nannofossil)
165,999.0,A,Initial Reports          ,69.78,2.0,FO Truncorotalia truncatulinoides  (Planktonic For
165,999.0,A,Initial Reports          ,79.33,2.3,LO Menardella miocenica  (Planktonic Foraminifera)
165,999.0,A,Initial Reports          ,81.85,2.36,LO  Discoaster pentaradiatus  (Nannofossil)
165,999.0,A,Initial Reports          ,85.35,2.51,LO  Discoaster surculus  (Nannofossil)
165,999.0,A,Initial Reports          ,94.85,2.82,LO  Discoaster tamalis  (Nannofossil)
165,999.0,A,Initial Reports          ,98.35,3.0,LO Menardella multicamerata  (Planktonic Foraminif
165,999.0,A,Initial Reports          ,98.352,3.0,LO Dentoglobigerina altispira  (Planktonic Foramin
165,999.0,A,Initial Reports          ,98.354,3.6,FO Menardella miocenica  (Planktonic Foraminifera)
165,999.0,A,Initial Reports          ,98.356,3.6,LO Hirsutella margaritae  (Planktonic Foraminifera
165,999.0,A,Initial Reports          ,113.85,3.62,LO  Sphenolithus spp. (Nannofossil)
165,999.0,A,Initial Reports          ,121.0,3.83,LO  R. pseudoumbilicus  (Nannofossil)
165,999.0,A,Initial Reports          ,126.91,4.4,LO Globorotalia plesiotumida  (Planktonic Foramini
165,999.0,A,Initial Reports          ,126.915,4.5,FO Menardella exilis  (Planktonic Foraminifera) (+
165,999.0,A,Initial Reports          ,136.43,4.7,FO Truncorotalia crassaformis  (Planktonic Foramin
165,999.0,A,Initial Reports          ,136.435,5.0,LO Hirsutella cibaoensis  (Planktonic Foraminifera
165,999.0,A,Initial Reports          ,149.4,4.5,LO  Amaurolithus spp. (Nannofossil)
165,999.0,A,Initial Reports          ,150.8,5.046,FO  Ceratolithus rugosus  (Nannofossil)
165,999.0,A,Initial Reports          ,157.85,5.046,LO  Ceratolithus acutus  (Nannofossil)
165,999.0,A,Initial Reports          ,162.85,5.089,FO  Ceratolithus acutus  (Nannofossil)
165,999.0,A,Initial Reports          ,164.76,5.6,FO Sphaeroidinella dehiscens  (Planktonic Foramini
165,999.0,A,Initial Reports          ,164.765,6.0,FO Hirsutella margaritae  (Planktonic Foraminifera
165,999.0,A,Initial Reports          ,168.53,5.537,LO  Discoaster quinqueramus  (Nannofossil)
165,999.0,A,Initial Reports          ,183.88,6.2,FO Globigerinoides conglobatus  (Planktonic Forami
165,999.0,A,Initial Reports          ,199.85,7.392,FO  Amaurolithus spp. (Nannofossil)
165,999.0,A,Initial Reports          ,215.28,7.7,FO Hirsutella cibaoensis  (Planktonic Foraminifera
165,999.0,A,Initial Reports          ,234.25,8.281,FO  Discoaster berggrenii  (Nannofossil)
